article_factor,year,published,publication_year_current,working_paper,elasticity,se
35,2014,1,2014,0,-0.122,0.061
35,2014,1,2014,0,-0.055,0.055
35,2014,1,2014,0,-0.143,0.061
35,2014,1,2014,0,-0.145,0.06
35,2014,1,2014,0,-0.174,0.1
35,2014,1,2014,0,-0.08,0.07
35,2014,1,2014,0,0.013,0.022
35,2014,1,2014,0,0.049,0.023
35,2014,1,2014,0,0.004,0.023
35,2014,1,2014,0,0.008,0.023
35,2014,1,2014,0,-0.12,0.042
35,2014,1,2014,0,-0.104,0.05
35,2014,1,2014,0,-0.039,0.021
35,2014,1,2014,0,0.008,0.024
35,2014,1,2014,0,-0.052,0.022
35,2014,1,2014,0,-0.063,0.022
36,2014,0,2015,1,-0.151,0.079
36,2014,0,2015,1,0.005,0.024
36,2014,0,2015,1,-0.022,0.02
36,2014,0,2015,1,-0.057,0.02
36,2014,0,2015,1,-0.042,0.015
36,2014,0,2015,1,-0.034,0.016
36,2014,0,2015,1,0.005,0.015
36,2014,0,2015,1,0.016,0.014
36,2014,0,2015,1,-0.015,0.014
36,2014,0,2015,1,-0.05,0.013
36,2014,0,2015,1,-0.027,0.014
36,2014,0,2015,1,-0.02,0.013
36,2014,0,2015,1,-0.013,0.017
36,2014,0,2015,1,-0.004,0.018
36,2014,0,2015,1,-0.024,0.017
36,2014,0,2015,1,-0.031,0.017
36,2014,0,2015,1,-0.029,0.016
36,2014,0,2015,1,-0.012,0.015
36,2014,0,2015,1,-0.006,0.006
36,2014,0,2015,1,-0.008,0.006
36,2014,0,2015,1,-0.016,0.006
36,2014,0,2015,1,-0.006,0.006
36,2014,0,2015,1,0.003,0.006
36,2014,0,2015,1,0.001,0.006
36,2014,0,2015,1,-0.106,0.065
36,2014,0,2015,1,0.01,0.021
36,2014,0,2015,1,-0.016,0.028
36,2014,0,2015,1,-0.038,0.03
36,2014,0,2015,1,-0.02,0.022
36,2014,0,2015,1,-0.013,0.021
36,2014,0,2015,1,-0.011,0.023
36,2014,0,2015,1,0.001,0.022
36,2014,0,2015,1,-0.009,0.021
36,2014,0,2015,1,-0.04,0.021
36,2014,0,2015,1,-0.019,0.021
36,2014,0,2015,1,-0.012,0.019
36,2014,0,2015,1,-0.025,0.032
36,2014,0,2015,1,-0.01,0.032
36,2014,0,2015,1,-0.032,0.031
36,2014,0,2015,1,-0.043,0.03
36,2014,0,2015,1,-0.038,0.026
36,2014,0,2015,1,-0.019,0.026
36,2014,0,2015,1,-0.007,0.011
36,2014,0,2015,1,-0.008,0.011
36,2014,0,2015,1,-0.012,0.01
36,2014,0,2015,1,-0.002,0.01
36,2014,0,2015,1,-0.003,0.01
36,2014,0,2015,1,-0.009,0.01
36,2014,0,2015,1,-0.105,0.055588235
36,2014,0,2015,1,-0.028,0.056
36,2014,0,2015,1,-0.01,0.073333333
36,2014,0,2015,1,-0.099,0.066
36,2014,0,2015,1,-0.074,0.08325
36,2014,0,2015,1,-0.113,0.088567568
36,2014,0,2015,1,-0.151,0.061
36,2014,0,2015,1,-0.01,0.098
36,2014,0,2015,1,-0.048,0.102
36,2014,0,2015,1,-0.209,0.092
36,2014,0,2015,1,-0.219,0.085
36,2014,0,2015,1,-0.229,0.092
36,2014,0,2015,1,-0.065,0.064
36,2014,0,2015,1,-0.043,0.067
36,2014,0,2015,1,0.009,0.059
36,2014,0,2015,1,-0.09,0.087
36,2014,0,2015,1,-0.018,0.089
36,2014,0,2015,1,-0.065,0.08
36,2014,0,2015,1,-0.04,0.089
36,2014,0,2015,1,-0.025,0.089
36,2014,0,2015,1,0.029,0.081
36,2014,0,2015,1,-0.129,0.102
36,2014,0,2015,1,-0.088,0.108
36,2014,0,2015,1,-0.106,0.104
36,2014,0,2015,1,-0.104,0.04
36,2014,0,2015,1,-0.049,0.047
36,2014,0,2015,1,-0.038,0.048
36,2014,0,2015,1,-0.138,0.057
36,2014,0,2015,1,-0.124,0.064
36,2014,0,2015,1,-0.151,0.068
37,2014,0,2014,1,-0.165,0.041
37,2014,0,2014,1,-0.169,0.042
37,2014,0,2014,1,-0.166,0.041
37,2014,0,2014,1,-0.148,0.06
37,2014,0,2014,1,-0.229,0.095
37,2014,0,2014,1,-0.114,0.155
37,2014,0,2014,1,-0.198,0.079
37,2014,0,2014,1,-0.174,0.085
38,2015,1,2015,0,-0.0736,0.036
38,2015,1,2015,0,-0.0776,0.038
38,2015,1,2015,0,-0.066,0.046
38,2015,1,2015,0,-0.0705,0.049
38,2015,1,2015,0,-0.0634,0.051
38,2015,1,2015,0,-0.0764,0.034
38,2015,1,2015,0,-0.0504,0.033
38,2015,1,2015,0,-0.0749,0.0344
38,2015,1,2015,0,-0.0711,0.0357
38,2015,1,2015,0,-0.1024,0.0391
38,2015,1,2015,0,-0.108,0.0438
38,2015,1,2015,0,-0.07,0.0368
38,2015,1,2015,0,-0.075,0.0358
38,2015,1,2015,0,-0.0659,0.0367
38,2015,1,2015,0,-0.0551,0.0342
38,2015,1,2015,0,-0.0559,0.0331
38,2015,1,2015,0,-0.07,0.0355
38,2015,1,2015,0,-0.0956,0.0371
38,2015,1,2015,0,-0.1106,0.0382
38,2015,1,2015,0,-0.101,0.0393
38,2015,1,2015,0,-0.0765,0.0361
38,2015,1,2015,0,-0.0695,0.0354
38,2015,1,2015,0,-0.118,0.049
39,2015,1,2015,0,0.02,0.074
39,2015,1,2015,0,-0.01,0.066
39,2015,1,2015,0,-0.01,0.065
39,2015,1,2015,0,-0.05,0.086
39,2015,1,2015,0,0.01,0.069
39,2015,1,2015,0,0.01,0.057
39,2015,1,2015,0,0.02,0.038
39,2015,1,2015,0,-0.02,0.075
39,2015,1,2015,0,0.02,0.093
39,2015,1,2015,0,-0.673,0.2304
39,2015,1,2015,0,-0.426,0.1793
39,2015,1,2015,0,-0.169,0.118
39,2015,1,2015,0,-0.176,0.1689
39,2015,1,2015,0,-0.033,0.0985
39,2015,1,2015,0,0.191,0.1307
39,2015,1,2015,0,0.306,0.0866
39,2015,1,2015,0,0.448,0.1114
39,2015,1,2015,0,0.325,0.0995
39,2015,1,2015,0,0.096,0.069
39,2015,1,2015,0,-0.66,0.2357
39,2015,1,2015,0,-0.405,0.1858
39,2015,1,2015,0,-0.152,0.1226
39,2015,1,2015,0,-0.15,0.1797
39,2015,1,2015,0,-0.009,0.104
39,2015,1,2015,0,0.219,0.1309
39,2015,1,2015,0,0.339,0.0911
39,2015,1,2015,0,0.483,0.1159
39,2015,1,2015,0,0.36,0.1042
39,2015,1,2015,0,0.12,0.0709
39,2015,1,2015,0,-0.702,0.252
39,2015,1,2015,0,-0.425,0.1857
39,2015,1,2015,0,-0.159,0.1201
39,2015,1,2015,0,-0.157,0.1786
39,2015,1,2015,0,-0.014,0.105
39,2015,1,2015,0,0.22,0.1358
39,2015,1,2015,0,0.328,0.0973
39,2015,1,2015,0,0.498,0.1215
39,2015,1,2015,0,0.364,0.1099
39,2015,1,2015,0,0.101,0.0708
39,2015,1,2015,0,0.001,0.1054
39,2015,1,2015,0,-0.136,0.2016
39,2015,1,2015,0,-0.425,0.1845
39,2015,1,2015,0,-0.497,0.2928
39,2015,1,2015,0,-0.028,0.2291
39,2015,1,2015,0,0.001,0.2669
39,2015,1,2015,0,0.145,0.0817
39,2015,1,2015,0,0.414,0.0991
39,2015,1,2015,0,0.404,0.1167
39,2015,1,2015,0,0.255,0.0698
39,2015,1,2015,0,-0.847,0.2449
39,2015,1,2015,0,-0.072,0.0919
39,2015,1,2015,0,-0.731,0.1726
39,2015,1,2015,0,0.095,0.074
39,2015,1,2015,0,0.117,0.0825
39,2015,1,2015,0,0.085,0.0641
39,2015,1,2015,0,0.779,0.1835
39,2015,1,2015,0,0.43,0.0954
39,2015,1,2015,0,0.258,0.1086
39,2015,1,2015,0,0.068,0.1172
39,2015,1,2015,0,-0.271,0.1032
39,2015,1,2015,0,-0.455,0.2613
39,2015,1,2015,0,-0.587,0.1896
39,2015,1,2015,0,0.209,0.1373
39,2015,1,2015,0,0.213,0.0906
39,2015,1,2015,0,0.183,0.0879
39,2015,1,2015,0,0.073,0.0685
39,2015,1,2015,0,0.115,0.102
39,2015,1,2015,0,0.181,0.0912
39,2015,1,2015,0,0.208,0.087
39,2015,1,2015,0,-0.258,0.1101
39,2015,1,2015,0,-0.441,0.2736
39,2015,1,2015,0,-0.557,0.1903
39,2015,1,2015,0,0.241,0.1414
39,2015,1,2015,0,0.241,0.095
39,2015,1,2015,0,0.212,0.0915
39,2015,1,2015,0,0.102,0.0739
39,2015,1,2015,0,0.143,0.1049
39,2015,1,2015,0,0.209,0.097
39,2015,1,2015,0,0.229,0.0918
39,2015,1,2015,0,-0.281,0.1221
39,2015,1,2015,0,-0.488,0.2759
39,2015,1,2015,0,-0.58,0.1942
39,2015,1,2015,0,0.225,0.1374
39,2015,1,2015,0,0.237,0.1001
39,2015,1,2015,0,0.208,0.097
39,2015,1,2015,0,0.093,0.0763
39,2015,1,2015,0,0.124,0.1148
39,2015,1,2015,0,0.202,0.1043
39,2015,1,2015,0,0.222,0.1001
39,2015,1,2015,0,-0.103,0.1404
39,2015,1,2015,0,-0.791,0.4054
39,2015,1,2015,0,-0.977,0.2994
39,2015,1,2015,0,0.108,0.1389
39,2015,1,2015,0,0.243,0.1384
39,2015,1,2015,0,0.343,0.1213
39,2015,1,2015,0,0.303,0.1131
39,2015,1,2015,0,0.286,0.0983
39,2015,1,2015,0,0.276,0.1204
39,2015,1,2015,0,0.457,0.1214
39,2015,1,2015,0,-0.318,0.1234
39,2015,1,2015,0,-1.369,0.3538
39,2015,1,2015,0,-0.018,0.1
39,2015,1,2015,0,0.672,0.1255
39,2015,1,2015,0,0.181,0.0753
39,2015,1,2015,0,0.242,0.0804
39,2015,1,2015,0,0.242,0.0781
39,2015,1,2015,0,0.201,0.0801
39,2015,1,2015,0,0.223,0.1248
39,2015,1,2015,0,0.308,0.0758
39,2015,1,2015,0,-0.49,0.1588
39,2015,1,2015,0,0.021,0.0777
39,2015,1,2015,0,0.312,0.07
39,2015,1,2015,0,0.236,0.0871
39,2015,1,2015,0,-0.472,0.1677
39,2015,1,2015,0,0.044,0.0835
39,2015,1,2015,0,0.344,0.0721
39,2015,1,2015,0,0.265,0.0906
39,2015,1,2015,0,-0.476,0.1655
39,2015,1,2015,0,0.031,0.0866
39,2015,1,2015,0,0.358,0.0769
39,2015,1,2015,0,0.254,0.096
39,2015,1,2015,0,-0.512,0.1465
39,2015,1,2015,0,0.084,0.075
39,2015,1,2015,0,0.464,0.0817
39,2015,1,2015,0,0.28,0.0863
40,2015,1,2015,0,-0.23,0.067
40,2015,1,2015,0,0.027,0.056
40,2015,1,2015,0,0.03,0.054
40,2015,1,2015,0,-0.173,0.047
40,2015,1,2015,0,-0.046,0.059
40,2015,1,2015,0,0.073,0.054
40,2015,1,2015,0,-0.139,0.03
40,2015,1,2015,0,-0.059,0.033
40,2015,1,2015,0,0.052,0.028
40,2015,1,2015,0,-0.421,0.033
40,2015,1,2015,0,-0.156,0.032
40,2015,1,2015,0,-0.045,0.021
41,2015,0,2016,1,-0.17,0.071954697
41,2015,0,2016,1,-0.101,0.071698751
41,2015,0,2016,1,-0.196,0.088348616
41,2015,0,2016,1,-0.065,0.069636171
41,2015,0,2016,1,-0.669,0.416033998
41,2015,0,2016,1,-0.1,0.044504925
42,2015,0,2015,1,-0.008,-0.077
42,2015,0,2015,1,-0.024,-0.067
42,2015,0,2015,1,0.006,-0.066
42,2015,0,2015,1,-0.024,-0.135
