0.83126,66.323,1.0046,0.081307,1,1,1,124,175,1,0
0.0046401,0.042201,0.10629,0.016894,1,1,1,562,3511.1,1,0
0.14074,0.19833,0.029413,0.19802,1,1,1,26,26,0,1
0.16237,0.10364,0.14508,0.10472,1,1,1,94,92,0,0
0.35898,0.20008,0.29825,0.13169,1,1,1,26,59,0,1
0.19767,0.10375,0.25209,0.064834,1,1,1,94,241,0,0
0.3561,0.18292,0.10363,0.1058,1,1,1,31,90,0,0
0.39048,0.20045,0.017677,0.12549,1,1,1,26,64,1,0
0.62007,0.31759,0.36521,0.24877,1,1,1,11,17,0,0
0.12809,0.06545,0.018379,0.029543,1,1,1,0,0,1,0
0.89763,0.45798,0.13218,0.27246,1,1,1,99,14,0,0
0.33452,0.17049,0.20273,0.092534,1,1,1,0,0,0,1
0.23403,0.1189,0.066227,0.201,1,2,2,54,68,0,1
0.18041,0.091403,0.083431,0.064836,1,2,2,92,232,0,0
0.26606,0.13215,0.15666,0.11966,1,2,2,43,67,0,1
0.18804,0.09332,0.0030015,0.067191,0,1,1,116,222,0,1
0.22611,0.1099,0.10533,0.080266,1,1,1,84,156,1,0
0.40006,0.18898,0.25541,0.15811,1,0,0,0,0,1,0
0.30952,0.14586,0.27686,0.16126,0,41,41,0,0,0,1
0.2918,0.1374,-0.17729,0.14149,1,1,1,0,0,1,0
0.39671,0.18336,0.076852,0.1175,1,1,1,31,73,0,1
0.45375,0.20966,-0.21866,0.18177,0,1,1,24,31,0,0
0.3978,0.18338,0.39956,0.12151,1,1,1,31,70,0,0
0.22943,0.10499,-0.052338,0.072279,0,1,1,92,192,0,1
0.22796,0.10386,0.019424,0.097361,1,1,1,94,106,0,0
0.91158,0.41512,1.6085,0.29487,0,1,1,7,16,1,0
0.47926,0.21466,0.45178,0.16823,1,1,1,23,37,1,0
0.32055,0.14142,-0.034013,0.12039,1,0,0,0,0,1,0
0.94568,0.41673,0.875,0.28752,1,1,1,7,14,0,0
0.16888,0.074402,0.036768,0.060037,0,1,1,182,278,0,1
0.21703,0.0955,-0.048957,0.079698,1,1,1,111,158,1,0
0.21314,0.093752,0.54955,0.06694,1,1,1,115,234,1,0
0.39813,0.17498,-0.030495,0.10816,0,1,1,34,86,0,1
0.28119,0.1225,0.073932,0.083227,1,1,1,68,145,0,1
0.4021,0.17502,-0.22673,0.15054,1,1,1,34,45,1,0
0.22331,0.096845,-0.0047194,0.067497,1,1,1,108,220,0,1
0.21528,0.093291,0.11937,0.081015,1,2,2,82,137,0,1
0.40505,0.17506,-0.034293,0.12173,0,1,1,34,68,1,0
0.68476,0.2929,0.14944,0.19103,1,1,1,13,28,0,0
0.20872,0.087853,0.0943,0.0952,1,1,1,131,111,0,1
0.39398,0.16535,0.43722,0.10559,1,1,1,38,93,1,0
0.86944,0.36172,0.97388,0.36604,1,1,1,9,9,1,0
0.21114,0.087249,0.1563,0.089005,0,2,2,92,103,0,1
0.34669,0.13678,0.22972,0.093453,1,1,1,55,116,1,0
0.27501,0.10636,-0.10199,0.085666,0,1,1,90,137,0,1
0.23818,0.091456,0.044295,0.16393,0,2,2,81,122,1,0
0.19095,0.072105,-0.030181,0.062202,1,1,1,194,259,1,0
0.19095,0.072105,0.018285,0.05648,1,1,1,194,314,1,0
0.42366,0.15941,0.0028398,0.089984,1,1,1,41,124,1,0
0.17472,0.065512,0.061786,0.14861,1,4,4,108,150,1,0
0.68579,0.25505,0.25984,0.22205,1,1,1,17,21,1,0
0.49896,0.18466,0.13564,0.14687,0,1,1,31,47,0,0
0.77522,0.28443,0.54542,0.3156,1,1,1,14,11,1,0
0.54684,0.1952,0.10271,0.13435,0,1,1,28,56,1,0
0.46219,0.15983,0.011722,0.087538,1,1,1,41,131,0,1
0.41837,0.14271,0.013046,0.14664,0,1,1,51,47,0,1
0.32882,0.11107,-0.13593,0.12194,0,1,1,83,68,0,1
0.36792,0.12398,0.15138,0.075628,0,1,1,67,176,0,1
1.2916,0.4348,0.12066,0.39212,1,1,1,7,7,1,0
0.55171,0.18543,-0.48494,0.37144,1,1,1,31,8,1,0
0.25216,0.084521,0.18136,0.15905,0,3,1.48,69,41.458,1,0
0.54447,0.18158,0.5562,0.15812,1,3,3,9,12,1,0
0.91293,0.30004,0.21057,0.23986,0,1,1,13,18,1,0
0.22298,0.072885,0.064752,0.17839,1,3,2.33,93,90,0,0
0.38451,0.12403,0.10206,0.08165,0,0,0,0,0,0,0
0.68531,0.21846,0.41871,0.18362,1,1,1,23,31,0,0
0.23286,0.072968,-0.0061084,0.061142,1,1,1,190,268,0,0
0.71071,0.219,0.23377,0.21173,1,1,1,23,23,0,0
0.022546,0.0068518,0.023846,0.0029047,1,21,21,2.3002e+05,4.553e+05,0,1
0.62475,0.18986,0.091416,0.084124,1,1,1,278,142,1,0
0.68291,0.20754,0.70878,0.18218,1,2,2,162,174,1,0
0.39804,0.11895,-0.036952,0.025949,0,1,1,73,1486,0,1
0.21071,0.062668,0.044525,0.063703,0,1,1,257,247,0,1
0.63356,0.18675,0.42596,0.23583,1,1,1,31,19,0,0
0.52747,0.15498,0.17975,0.15202,0,1,1,44,44,1,0
0.64855,0.19015,0.78004,0.19264,0,1,1,30,30,1,0
0.57198,0.16533,0.3272,0.16257,1,1,1,39,39,0,0
0.81453,0.2319,0.50552,0.19112,1,1,1,21,29,0,0
0.31477,0.089013,0.46544,0.096379,1,2,1.58,76,72.4,0,0
0.55392,0.15258,0.2211,0.082976,1,1,1,0,0,0,1
1.2622,0.34162,1.1849,0.21341,1,1,0,11,0,1,0
0.63491,0.17074,-0.11107,0.18124,1,1,1,37,31,0,0
0.89514,0.23989,0.83202,0.23821,0,1,1,20,20,0,0
0.4599,0.12217,0.11045,0.27735,1,0,0,0,0,1,0
0.36231,0.095407,0.16248,0.11201,0,2,2,64,72,0,1
0.29608,0.076898,0.33469,0.085751,1,1,1,172,139,1,0
0.39905,0.10206,-0.042165,0.16332,0,1,1,99,38,0,1
0.3633,0.091233,0.28046,0.089549,0,3,3,48,59,0,0
0.83913,0.2008,0.58641,0.20748,0,1,1,28,25,1,0
0.73049,0.17474,0.52392,0.16914,1,1,1,36,37,0,0
0.86453,0.20137,1.0472,0.20214,1,1,1,28,29,0,0
0.2259,0.052023,0.073486,0.075735,0,1,1,373,175,0,1
0.13154,0.029778,0.12111,0.010088,1,18,18,660,660,1,0
0.38118,0.082209,0.29233,0.14611,1,1,1,152,48,0,0
0.45438,0.082624,0.11435,0.1436,0,2,2,76,65,0,1
0.58253,0.082437,0.58258,0.082434,1,2,2,68,68,0,0
1.017,0.12388,0.78048,0.17564,1,1,1,76,36,1,0
